;group;user;task_id;funnel
28;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
29;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 5, 'completed': 1}
30;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Square Cross-Sections;{'started': 9, 'create_shape': 25, 'submitted': 8, 'completed': 3}
31;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Bear Market;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
32;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Bird Fez;{'started': 5, 'create_shape': 15, 'submitted': 9, 'completed': 5}
33;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
34;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;45-Degree Rotations;{'started': 4, 'create_shape': 13, 'submitted': 3, 'completed': 1}
35;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Sandbox;{'started': 4, 'create_shape': 57, 'submitted': 0, 'completed': 0}
36;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Pyramids are Strange;{'started': 2, 'create_shape': 4, 'submitted': 1, 'completed': 1}
37;cb71040b5bd1341a34afc24961536ebd;476c86cda40e6f3a762d65030a131dd2;Boxes Obscure Spheres;{'started': 5, 'create_shape': 14, 'submitted': 4, 'completed': 0}
38;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;1. One Box;{'started': 2, 'create_shape': 2, 'submitted': 1, 'completed': 1}
39;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;2. Separated Boxes;{'started': 2, 'create_shape': 5, 'submitted': 4, 'completed': 2}
40;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;3. Rotate a Pyramid;{'started': 2, 'create_shape': 3, 'submitted': 5, 'completed': 2}
41;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;4. Match Silhouettes;{'started': 2, 'create_shape': 11, 'submitted': 4, 'completed': 2}
42;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;5. Removing Objects;{'started': 4, 'create_shape': 22, 'submitted': 7, 'completed': 3}
43;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;6. Stretch a Ramp;{'started': 2, 'create_shape': 2, 'submitted': 6, 'completed': 2}
44;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;7. Max 2 Boxes;{'started': 7, 'create_shape': 21, 'submitted': 8, 'completed': 1}
45;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Sandbox;{'started': 1, 'create_shape': 2, 'submitted': 0, 'completed': 0}
46;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
47;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 3, 'completed': 1}
48;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Square Cross-Sections;{'started': 2, 'create_shape': 11, 'submitted': 6, 'completed': 1}
49;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Bird Fez;{'started': 1, 'create_shape': 6, 'submitted': 3, 'completed': 1}
50;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
51;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 2, 'completed': 1}
52;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 3, 'completed': 1}
53;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Boxes Obscure Spheres;{'started': 4, 'create_shape': 21, 'submitted': 16, 'completed': 0}
54;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Object Limits;{'started': 1, 'create_shape': 2, 'submitted': 6, 'completed': 0}
55;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Tetromino;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
56;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Angled Silhouette;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 0}
57;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;1. One Box;{'started': 4, 'create_shape': 4, 'submitted': 2, 'completed': 2}
58;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
59;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 4, 'completed': 1}
60;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;4. Match Silhouettes;{'started': 2, 'create_shape': 6, 'submitted': 1, 'completed': 1}
61;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;5. Removing Objects;{'started': 5, 'create_shape': 27, 'submitted': 5, 'completed': 1}
62;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;6. Stretch a Ramp;{'started': 2, 'create_shape': 2, 'submitted': 1, 'completed': 1}
63;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;7. Max 2 Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
64;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
65;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;9. Scaling Round Objects;{'started': 2, 'create_shape': 4, 'submitted': 2, 'completed': 1}
66;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Square Cross-Sections;{'started': 2, 'create_shape': 8, 'submitted': 2, 'completed': 1}
67;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Bird Fez;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
68;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
69;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 2, 'completed': 2}
70;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 5, 'completed': 1}
71;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Boxes Obscure Spheres;{'started': 11, 'create_shape': 40, 'submitted': 26, 'completed': 1}
72;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Object Limits;{'started': 1, 'create_shape': 1, 'submitted': 7, 'completed': 1}
73;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Tetromino;{'started': 3, 'create_shape': 4, 'submitted': 1, 'completed': 1}
74;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Sandbox;{'started': 1, 'create_shape': 10, 'submitted': 0, 'completed': 0}
75;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
76;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
77;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
78;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 8, 'completed': 1}
79;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;5. Removing Objects;{'started': 1, 'create_shape': 5, 'submitted': 5, 'completed': 1}
80;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 11, 'completed': 1}
81;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
82;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;8. Combine 2 Ramps;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
83;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;9. Scaling Round Objects;{'started': 6, 'create_shape': 7, 'submitted': 11, 'completed': 1}
84;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Square Cross-Sections;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
85;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Bird Fez;{'started': 1, 'create_shape': 6, 'submitted': 11, 'completed': 2}
86;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Pi Henge;{'started': 1, 'create_shape': 4, 'submitted': 2, 'completed': 1}
87;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;45-Degree Rotations;{'started': 4, 'create_shape': 2, 'submitted': 0, 'completed': 0}
88;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;1. One Box;{'started': 2, 'create_shape': 2, 'submitted': 1, 'completed': 1}
89;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;2. Separated Boxes;{'started': 2, 'create_shape': 4, 'submitted': 2, 'completed': 1}
90;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;3. Rotate a Pyramid;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
91;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
92;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;5. Removing Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
93;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
94;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
95;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;8. Combine 2 Ramps;{'started': 1, 'create_shape': 3, 'submitted': 3, 'completed': 1}
96;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
97;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Square Cross-Sections;{'started': 1, 'create_shape': 4, 'submitted': 2, 'completed': 1}
98;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Bird Fez;{'started': 2, 'create_shape': 12, 'submitted': 2, 'completed': 1}
99;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
100;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 4, 'completed': 2}
101;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 15, 'completed': 1}
102;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Boxes Obscure Spheres;{'started': 9, 'create_shape': 4, 'submitted': 1, 'completed': 0}
103;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;45-Degree Rotations;{'started': 17, 'create_shape': 13, 'submitted': 4, 'completed': 1}
104;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;1. One Box;{'started': 2, 'create_shape': 1, 'submitted': 1, 'completed': 1}
105;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
106;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
107;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;4. Match Silhouettes;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
108;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;5. Removing Objects;{'started': 2, 'create_shape': 17, 'submitted': 9, 'completed': 1}
109;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;6. Stretch a Ramp;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
110;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;7. Max 2 Boxes;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
111;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;8. Combine 2 Ramps;{'started': 2, 'create_shape': 4, 'submitted': 1, 'completed': 1}
112;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;9. Scaling Round Objects;{'started': 1, 'create_shape': 4, 'submitted': 4, 'completed': 1}
113;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Square Cross-Sections;{'started': 3, 'create_shape': 15, 'submitted': 8, 'completed': 1}
114;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Bird Fez;{'started': 2, 'create_shape': 10, 'submitted': 3, 'completed': 1}
115;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Pi Henge;{'started': 2, 'create_shape': 10, 'submitted': 1, 'completed': 1}
116;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Pyramids are Strange;{'started': 1, 'create_shape': 5, 'submitted': 2, 'completed': 1}
117;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Boxes Obscure Spheres;{'started': 2, 'create_shape': 6, 'submitted': 3, 'completed': 0}
118;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Object Limits;{'started': 2, 'create_shape': 3, 'submitted': 6, 'completed': 0}
119;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Tetromino;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
120;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Angled Silhouette;{'started': 2, 'create_shape': 3, 'submitted': 2, 'completed': 0}
121;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
122;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 0}
123;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;1. One Box;{'started': 5, 'create_shape': 1, 'submitted': 1, 'completed': 1}
124;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
125;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
126;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
127;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;5. Removing Objects;{'started': 1, 'create_shape': 7, 'submitted': 1, 'completed': 1}
128;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;6. Stretch a Ramp;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
129;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
130;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;8. Combine 2 Ramps;{'started': 1, 'create_shape': 3, 'submitted': 4, 'completed': 1}
131;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;9. Scaling Round Objects;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
132;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;Square Cross-Sections;{'started': 3, 'create_shape': 5, 'submitted': 3, 'completed': 2}
133;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;Bird Fez;{'started': 2, 'create_shape': 4, 'submitted': 2, 'completed': 2}
134;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;Pi Henge;{'started': 2, 'create_shape': 3, 'submitted': 1, 'completed': 1}
135;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 1, 'completed': 1}
136;cb71040b5bd1341a34afc24961536ebd;ac5b8161e38c3ac6753b0654de52823b;Pyramids are Strange;{'started': 1, 'create_shape': 6, 'submitted': 1, 'completed': 1}
137;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;1. One Box;{'started': 3, 'create_shape': 1, 'submitted': 1, 'completed': 1}
138;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;2. Separated Boxes;{'started': 1, 'create_shape': 3, 'submitted': 4, 'completed': 1}
139;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;3. Rotate a Pyramid;{'started': 1, 'create_shape': 7, 'submitted': 3, 'completed': 1}
140;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;4. Match Silhouettes;{'started': 1, 'create_shape': 11, 'submitted': 6, 'completed': 1}
141;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;5. Removing Objects;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
142;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 3, 'completed': 1}
143;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
144;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;8. Combine 2 Ramps;{'started': 1, 'create_shape': 9, 'submitted': 3, 'completed': 1}
145;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;9. Scaling Round Objects;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
146;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;Square Cross-Sections;{'started': 1, 'create_shape': 3, 'submitted': 0, 'completed': 0}
147;cb71040b5bd1341a34afc24961536ebd;54417fb66f18dc9566731e6f9033ba7c;Bear Market;{'started': 2, 'create_shape': 0, 'submitted': 0, 'completed': 0}
148;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;1. One Box;{'started': 4, 'create_shape': 2, 'submitted': 2, 'completed': 2}
149;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;2. Separated Boxes;{'started': 3, 'create_shape': 11, 'submitted': 1, 'completed': 1}
150;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
151;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
152;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;5. Removing Objects;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
153;cb71040b5bd1341a34afc24961536ebd;bf76c066852c378feeaf64cbc6eef4f9;6. Stretch a Ramp;{'started': 2, 'create_shape': 2, 'submitted': 2, 'completed': 1}
